commodity,flow,reporter,partner,reporter_name,partner_name,is_world,partner_is_group,partner_is_hub,reporter_is_hub,value_usd,net_kg
2504,M,208,616,Denmark,Poland,False,False,False,False,69.524,4.0
2504,M,208,724,Denmark,Spain,False,False,False,False,19.014,1.0
2504,M,208,752,Denmark,Sweden,False,False,False,False,4202.358,2030.0
2504,M,208,792,Denmark,Türkiye,False,False,False,False,458.075,1.0
2504,M,208,826,Denmark,United Kingdom,False,False,False,False,305.819,17.0
2504,M,208,842,Denmark,USA,False,False,False,False,522.664,2.0
2504,M,208,899,Denmark,"Areas, nes",False,False,False,False,114.809,1.0
2504,M,246,40,Finland,Austria,False,False,False,False,245.448,9.0
2504,M,246,124,Finland,Canada,False,False,False,False,6212.969,1375.0
2504,M,246,156,Finland,China,False,False,False,False,7221.793,1853.0
2504,M,246,276,Finland,Germany,False,False,False,False,461580.599,48657.0
2504,M,246,344,Finland,"China, Hong Kong SAR",False,False,True,False,208.685,4.0
2504,M,246,528,Finland,Netherlands,False,False,True,False,539637.38,158000.0
2504,M,246,752,Finland,Sweden,False,False,False,False,188215.347,6366.0
2504,M,246,792,Finland,Türkiye,False,False,False,False,1127.763,20.543
2504,M,246,826,Finland,United Kingdom,False,False,False,False,24779.433,4596.476
2504,M,246,842,Finland,USA,False,False,False,False,3135.679,103.795
2504,M,276,36,Germany,Australia,False,False,False,False,4010.143,681.823
2504,M,276,40,Germany,Austria,False,False,False,False,2477804.837,1396230.0
2504,M,276,56,Germany,Belgium,False,False,True,False,201053.38,143640.0
2504,M,276,76,Germany,Brazil,False,False,False,False,9978503.178,4280560.0
2504,M,276,124,Germany,Canada,False,False,False,False,90258.74,49105.0
2504,M,276,144,Germany,Sri Lanka,False,False,False,False,447098.207,285169.401
2504,M,276,156,Germany,China,False,False,False,False,15590460.265,10615645.734
2504,M,276,203,Germany,Czechia,False,False,False,False,1105074.535,949383.0
2504,M,276,246,Germany,Finland,False,False,False,False,60918.626,36129.0
2504,M,276,251,Germany,France,False,False,False,False,490895.769,325475.0
2504,M,276,380,Germany,Italy,False,False,False,False,550536.557,282838.0
2504,M,276,392,Germany,Japan,False,False,False,False,1616424.431,81874.782
2504,M,276,398,Germany,Kazakhstan,False,False,False,False,3555.485,2090.0
2504,M,276,410,Germany,Rep. of Korea,False,False,False,False,3772.456,584.0
2504,M,276,450,Germany,Madagascar,False,False,False,False,6558339.872,8940191.0
2504,M,276,484,Germany,Mexico,False,False,False,False,70209.117,21717.0
2504,M,276,490,Germany,"Other Asia, nes",False,False,False,False,1486.086,939.783
2504,M,276,508,Germany,Mozambique,False,False,False,False,10369761.401,12207508.0
2504,M,276,528,Germany,Netherlands,False,False,True,False,905948.815,586592.0
2504,M,276,579,Germany,Norway,False,False,False,False,3640977.379,3147740.0
2504,M,276,616,Germany,Poland,False,False,False,False,8626.495,1913.0
2504,M,276,699,Germany,India,False,False,False,False,7208.008,3372.897
2504,M,276,705,Germany,Slovenia,False,False,False,False,117779.135,98318.0
2504,M,276,710,Germany,South Africa,False,False,False,False,4463.71,1987.0
2504,M,276,724,Germany,Spain,False,False,False,False,10087.504,3347.0
2504,M,276,757,Germany,Switzerland,False,False,False,False,1427.21,1171.0
2504,M,276,792,Germany,Türkiye,False,False,False,False,126620.421,241616.77
2504,M,276,804,Germany,Ukraine,False,False,False,False,16751.45,20430.0
2504,M,276,826,Germany,United Kingdom,False,False,False,False,126090.532,85935.647
2504,M,276,842,Germany,USA,False,False,False,False,2276237.923,321525.765
2504,M,360,36,Indonesia,Australia,False,False,False,False,21.0,2.0
2504,M,360,40,Indonesia,Austria,False,False,False,False,21548.0,7050.0
2504,M,360,56,Indonesia,Belgium,False,False,True,False,27847.0,119006.0
2504,M,360,144,Indonesia,Sri Lanka,False,False,False,False,2800.0,1000.0
2504,M,360,156,Indonesia,China,False,False,False,False,2089678.0,3383202.0
2504,M,360,276,Indonesia,Germany,False,False,False,False,36461.0,4755.0
2504,M,360,392,Indonesia,Japan,False,False,False,False,899509.0,285632.0
2504,M,360,410,Indonesia,Rep. of Korea,False,False,False,False,11887.0,6653.0
2504,M,360,490,Indonesia,"Other Asia, nes",False,False,False,False,3461.0,1260.0
2504,M,360,528,Indonesia,Netherlands,False,False,True,False,4229.0,1200.0
2504,M,360,699,Indonesia,India,False,False,False,False,49991.0,28845.0
2504,M,360,826,Indonesia,United Kingdom,False,False,False,False,215270.0,9600.0
2504,M,360,842,Indonesia,USA,False,False,False,False,50262.0,5850.0
2504,M,372,40,Ireland,Austria,False,False,False,False,761.213,365.0
2504,M,372,144,Ireland,Sri Lanka,False,False,False,False,9.731,2.0
2504,M,372,156,Ireland,China,False,False,False,False,190.303,91.0
2504,M,372,203,Ireland,Czechia,False,False,False,False,296.268,142.0
2504,M,372,251,Ireland,France,False,False,False,False,69.201,33.0
2504,M,372,276,Ireland,Germany,False,False,False,False,377.363,143.0
