commodity,importer,exporter,importer_says,importer_kg,exporter_says,exporter_kg,ratio,excess_gap,abs_gap,usd_discrepancy,importer_name,exporter_name
2836,56,826,1818800.646,1846515.35,3359918.281,3862404.0,0.5413228816561209,-0.49644383101756195,0.49644383101756195,1793111.5060749997,Belgium,United Kingdom
2836,76,156,43530800.0,79941987.701,36914453.0,86293913.0,1.1792345941032907,0.0969624131193401,0.0969624131193401,3847763.0249999985,Brazil,China
2836,76,276,4774098.0,4518198.301,3524792.269,3806377.617,1.3544338603972352,0.259938474788126,0.259938474788126,984946.3108250005,Brazil,Germany
2836,76,410,4388537.0,3304574.0,3506581.0,3343529.0,1.2515145094324072,0.16419954365805334,0.16419954365805334,618962.4250000003,Brazil,Rep. of Korea
2836,76,699,1395308.0,1856234.725,1254129.79,2107622.436,1.1125706534727957,0.0349494450909727,0.0349494450909727,47118.47574999998,Brazil,India
2836,76,724,54136370.0,122912010.883,40186463.342,109023984.0,1.3471294933142464,0.25314371471092706,0.25314371471092706,10935921.907350004,Brazil,Spain
2836,76,792,152671354.0,372609800.0,89257645.0,340202221.0,1.7104568913956895,0.5911226896704087,0.5911226896704087,56719385.625,Brazil,Türkiye
2836,76,842,256031417.0,676552545.997,221939443.0,686072847.0,1.153609351898752,0.07312497851046695,0.07312497851046695,17446515.775000006,Brazil,USA
2836,124,152,14853863.678,1727119.0,5711925.63,320000.0,2.600500188585263,1.4190699428700126,1.4190699428700126,8713543.62575,Canada,Chile
2836,124,156,5891255.698,2680330.0,5182662.0,2072635.496,1.1367238878398784,0.05741757008360792,0.05741757008360792,319894.0480000004,Canada,China
2836,124,792,11866745.244,39608605.0,12053189.0,40544585.0,0.984531582803522,-0.08415666715951431,0.08415666715951431,1090432.930999998,Canada,Türkiye
2836,124,842,120594488.027,285969482.0,132661454.0,306671507.0,0.90903939607808,-0.15438195713666963,0.15438195713666963,22016575.022999987,Canada,USA
2836,152,156,4160109.347,10591006.324,3119934.0,10547075.0,1.3333965869149795,0.24036891806044625,0.24036891806044625,806180.2970000003,Chile,China
2836,152,410,2309486.01,1604000.0,1427560.0,1316000.0,1.6177855992042365,0.5049168364690572,0.5049168364690572,774859.0099999998,Chile,Rep. of Korea
2836,152,792,5122113.249,15245328.375,4361841.0,18567850.0,1.1743007709359419,0.09237281017296918,0.09237281017296918,433134.17399999965,Chile,Türkiye
2836,152,842,301535576.553,775583625.956,266045434.0,785314467.0,1.133398803427688,0.054324468304826116,0.054324468304826116,15536735.002999961,Chile,USA
2836,156,152,5777418134.0,138644100.0,2549676639.09,129148456.0,2.265941510160287,1.1078525675909647,1.1078525675909647,3036515746.97825,China,Chile
2836,156,276,11606357.0,10222770.982,5022433.394,4465067.305,2.3109031199628087,1.1496773208956363,1.1496773208956363,6207241.10145,China,Germany
2836,156,392,13989058.0,6150994.872,8485623.349,7056319.0,1.6485598552578415,0.5335440514026434,0.5335440514026434,4867012.899825001,China,Japan
2836,156,410,44656979.0,11671360.0,310385059.0,14336269.049,0.14387605880217322,-0.8661618057654202,0.8661618057654202,289006959.425,China,Rep. of Korea
2836,156,458,2635992.0,6610979.0,3409445.371,9838910.1,0.7731439319782549,-0.2807963423458093,0.2807963423458093,1029161.7738249996,China,Malaysia
2836,156,484,15884652.0,16777317.943,2152267.0,0.0,7.380428171783519,5.865514578403274,5.865514578403274,13570964.975,China,Mexico
2836,156,699,4433581.0,181268.861,4865644.944,1399085.0,0.9112010948244809,-0.1523710745818782,0.1523710745818782,796987.3147999998,China,India
2836,156,702,1972321.0,4208684.0,2324552.606,6419592.0,0.8484733771604737,-0.2107224398507222,0.2107224398507222,526573.0514500001,China,Singapore
2836,156,704,6129583.0,80199920.0,1897287.0,1456671.835,3.2307094287790936,2.005311096538692,2.005311096538692,4089999.475,China,Viet Nam
2836,156,724,3370322.0,5630279.0,2570186.203,5424282.0,1.3113143304816035,0.21982728416893355,0.21982728416893355,607371.8317749999,China,Spain
2836,156,764,13885769.0,31390996.0,12978842.388,30425313.317,1.0698773114648905,-0.004765291660566893,0.004765291660566893,66486.56709999964,China,Thailand
2836,156,792,85866543.0,324493622.0,71557130.0,359774329.0,1.1999718686313998,0.11625290105246497,0.11625290105246497,8942628.25,China,Türkiye
2836,156,826,27805334.0,2906717.324,19098654.847,2981138.0,1.4558791822120205,0.3543062160111819,0.3543062160111819,7274280.039475001,China,United Kingdom
2836,156,842,83229507.0,300042353.711,90674176.0,375452454.0,0.9178964802503417,-0.14614280906944968,0.14614280906944968,14245232.200000003,China,USA
2836,203,276,24726884.0,43813818.911,23366612.236,37498494.744,1.0582143337793863,-0.015614573228477762,0.015614573228477762,392224.15370000154,Czechia,Germany
2836,203,380,1547634.0,1316832.603,1137292.391,697957.0,1.3608057279264782,0.26586579341997985,0.26586579341997985,325044.679675,Czechia,Italy
2836,203,616,66464647.0,136866963.292,28641936.0,55271860.0,2.320536118787501,1.1586382500348846,1.1586382500348846,35674565.8,Czechia,Poland
2836,203,792,2401309.0,3945808.374,2336623.0,9548321.0,1.0276835415897216,-0.044015310149096244,0.044015310149096244,110560.7250000001,Czechia,Türkiye
2836,208,276,29702904.528,43135241.0,36157731.19,44938631.043,0.8214814245926696,-0.2358312329370515,0.2358312329370515,9166656.501249995,Denmark,Germany
2836,208,616,12000168.714,18905796.0,9930579.0,19126585.0,1.2084057449218217,0.12409836736913663,0.12409836736913663,1324796.2890000008,Denmark,Poland
2836,208,792,2403088.243,5289614.0,1423200.0,4167301.0,1.688510569842608,0.5707075068303331,0.5707075068303331,873148.2429999998,Denmark,Türkiye
2836,246,276,2354240.76,2579309.425,1570172.592,1989974.0,1.4993515821093888,0.3947456577761757,0.3947456577761757,666305.2235999999,Finland,Germany
2836,246,616,5725156.234,12036474.0,5606371.0,11263979.0,1.0211875443134248,-0.050058098313093165,0.050058098313093165,301692.591,Finland,Poland
2836,246,752,2274648.577,16497166.767,3824352.629,26055491.233,0.5947800314624178,-0.4467162498024021,0.4467162498024021,1836530.499175,Finland,Sweden
2836,246,792,2071592.818,5024328.0,2120067.0,5784750.0,0.9771355424144614,-0.09103670473073353,0.09103670473073353,207479.20699999994,Finland,Türkiye
2836,276,40,4192428.702,9250242.228,3138974.705,7272984.0,1.335604487453173,0.2424227790262075,0.2424227790262075,818030.8941250001,Germany,Austria
2836,276,56,106578697.685,273513079.162,65386822.983,256778556.87,1.629972107877294,0.5162531236067851,0.5162531236067851,36287862.978275,Germany,Belgium
2836,276,152,48517647.498,2450643.965,68312415.47,3197600.0,0.7102317662783708,-0.33931928718291077,0.33931928718291077,24918199.13224999,Germany,Chile
2836,276,156,8391576.955,6089889.37,38767526.0,6489521.759,0.21645892376521525,-0.7986428616137533,0.7986428616137533,33283513.494999997,Germany,China
2836,276,380,13793276.305,22705169.894,7382093.348,9823447.0,1.8684776329382173,0.7381187283146207,0.7381187283146207,5857525.9558999995,Germany,Italy
2836,276,410,5090461.9,2118064.925,2976536.0,1488258.888,1.7101966514095581,0.5908806059623798,0.5908806059623798,1890685.7000000007,Germany,Rep. of Korea
2836,276,528,15237401.977,25852962.349,74836171.192,60697671.0,0.2036101224086793,-0.8105952349686705,0.8105952349686705,65211482.0544,Germany,Netherlands
2836,276,616,31064412.69,55701784.0,27587932.0,59546352.0,1.1260145446929477,0.0474553904120444,0.0474553904120444,1407385.7900000028,Germany,Poland
2836,276,699,1482450.992,851389.015,1283680.011,676765.0,1.1548446492090778,0.07427409228751425,0.07427409228751425,102494.98017500015,Germany,India
2836,276,724,6951764.532,12275633.0,6596153.93,9787929.175,1.0539118106966312,-0.01961692028220345,0.01961692028220345,139100.94274999946,Germany,Spain
2836,276,792,25590507.874,63114500.679,9052054.0,26384832.0,2.8270387995917834,1.629803534503985,1.629803534503985,15859549.824000003,Germany,Türkiye
2836,276,826,8527665.587,4900399.914,10631148.932,3234084.0,0.8021396033058602,-0.25382362483175797,0.25382362483175797,2900819.5149000008,Germany,United Kingdom
2836,276,842,2359567.774,1955345.743,42316144.0,17687406.181,0.05576046281532647,-0.9481298020322544,0.9481298020322544,43130287.02599999,Germany,USA
2836,360,156,82869075.0,230346858.0,65235995.0,206245499.0,1.2702967893721864,0.1816714319741268,0.1816714319741268,12740380.375,Indonesia,China
2836,360,276,3483008.0,1600740.0,2209091.474,1313214.287,1.5766698848795613,0.4666696603530802,0.4666696603530802,1108234.6654500002,Indonesia,Germany
2836,360,392,4152801.0,4159659.311,3382395.222,4001055.0,1.2277692958496025,0.14211097288335128,0.14211097288335128,516726.1363500003,Indonesia,Japan
2836,360,410,10220170.0,7842534.0,9051257.0,7946097.82,1.1291437200380015,0.050366251198140755,0.050366251198140755,490068.7249999996,Indonesia,Rep. of Korea
2836,360,458,10716482.0,28972649.0,8487309.51,25833596.87,1.2626477197954808,0.17455601841440083,0.17455601841440083,1592624.2767500002,Indonesia,Malaysia
2836,360,699,3072800.0,10088772.0,3851279.956,13440720.0,0.7978646151684747,-0.25780035798281425,0.25780035798281425,1067325.9526999998,Indonesia,India
2836,360,702,1477796.0,3311129.0,2057163.812,4452257.0,0.7183657380027838,-0.33175280185787553,0.33175280185787553,733655.0978999999,Indonesia,Singapore
2836,360,764,3675713.0,5952619.0,3511035.898,5776078.0,1.0469027109901683,-0.026137013032401516,0.026137013032401516,98650.59034999972,Indonesia,Thailand
2836,360,792,33513619.0,108711535.0,28242095.0,121222895.0,1.1866548497907115,0.10386497654949893,0.10386497654949893,3153366.875,Indonesia,Türkiye
2836,360,842,187351861.0,525452679.0,154643050.0,527498061.0,1.2115116780223878,0.12698760746268623,0.12698760746268623,21110582.25,Indonesia,USA
2836,372,276,3187171.172,517779.0,2529912.706,712977.476,1.2597949187895814,0.17190225003681994,0.17190225003681994,467515.0130500002,Ireland,Germany
2836,372,842,7857947.774,988083.0,1967355.0,2389533.0,3.994168705698768,2.71550577274304,2.71550577274304,5743041.149,Ireland,USA
2836,380,56,12908194.517,9408071.0,3598924.904,3305210.08,3.586680706411317,2.3364471687547135,2.3364471687547135,9039350.2452,Italy,Belgium
2836,380,156,9382124.565,14243099.0,9500871.0,13987417.742,0.9875015211763216,-0.08139393378946824,0.08139393378946824,831311.7599999998,Italy,China
2836,380,276,42185617.358,31741905.0,35400715.893,27557687.185,1.1916600072582606,0.10852093698442859,0.10852093698442859,4129847.773025006,Italy,Germany
2836,380,528,7560632.423,354057.0,6542722.9,3035816.0,1.1555788833728537,0.07495710081195715,0.07495710081195715,527205.3055000007,Italy,Netherlands
2836,380,616,5030117.846,6182188.0,4472295.0,7617583.0,1.1247285445168531,0.04625911117846808,0.04625911117846808,222400.7209999999,Italy,Poland
2836,380,699,1312882.846,1905875.0,1319881.301,2216450.0,0.9946976633469254,-0.07469984804937173,0.07469984804937173,105989.5525750001,Italy,India
2836,380,724,4766556.458,6478996.0,4580478.692,6125194.055,1.0406240872433252,-0.03197759326202312,0.03197759326202312,157458.1359000001,Italy,Spain
2836,380,792,149187796.722,423863655.0,133739020.0,423774355.0,1.1155143556607487,0.037687772707673345,0.037687772707673345,5418350.222000003,Italy,Türkiye
2836,380,826,1545877.852,1370523.0,2079732.843,1508932.0,0.7433059766321148,-0.3085525798771024,0.3085525798771024,689834.954225,Italy,United Kingdom
2836,392,152,648177243.203,11472872.0,339596421.17,9632740.0,1.9086692402995795,0.7755062700461206,0.7755062700461206,283111090.44525,Japan,Chile
2836,392,156,224128204.041,62538788.067,219468732.0,67810451.441,1.0212306873901291,-0.05001796521848452,0.05001796521848452,11800682.858999968,Japan,China
2836,392,276,11356015.227,4514676.862,6383589.016,1198753.443,1.7789389634165007,0.6548269427130241,0.6548269427130241,4493657.0348000005,Japan,Germany
2836,392,410,7657984.734,7659516.383,20899829.0,9759391.19,0.3664137507536545,-0.659149999298926,0.659149999298926,14809331.441,Japan,Rep. of Korea
2836,392,702,4316987.102,8348090.0,3989687.807,7820305.0,1.0820363173343401,0.006545411473804966,0.006545411473804966,28072.70947500039,Japan,Singapore
2836,392,764,3811574.915,7129200.0,4011778.97,7703533.0,0.95009594085389,-0.11618982246149753,0.11618982246149753,501087.4777499996,Japan,Thailand
2836,392,826,3228841.197,131105.0,3431876.268,200000.0,0.9408384641098022,-0.12480142873506771,0.12480142873506771,460425.79110000003,Japan,United Kingdom
2836,392,842,86217933.762,207616655.0,104456769.0,211669038.0,0.8253934578619792,-0.2321921322214147,0.2321921322214147,26073092.913000003,Japan,USA
